Ano,NomeUF,NomeMunicipio,NomeMeso,Impostos,PIB,Populacao,PIBperCapita
2010,São Paulo,Manduri,Assis,5891999,70868.36,8999,7875.14
2010,São Paulo,Marabá Paulista,Presidente Prudente,3737461,100307.56300000001,4812,20845.3
2010,São Paulo,Maracaí,Assis,33473198,315177536,13344,23619.42
2010,São Paulo,Marapoama,São José do Rio Preto,10220.146999999999,94787429,2633,35999.78
2010,São Paulo,Mariápolis,Presidente Prudente,453.86,42736773,3916,10913.37
2010,São Paulo,Marília,Marília,511176.80600000004,4551068738,216684,21003.25
2010,São Paulo,Marinópolis,São José do Rio Preto,365.67699999999996,20450833,2113,9678.58
2010,São Paulo,Martinópolis,Presidente Prudente,16326.466999999999,259695968,24260,10704.7
2010,São Paulo,Matão,Araraquara,281972592,2110726679,76799,27483.78
2010,São Paulo,Mauá,Metropolitana de São Paulo,1523331721,9323424319,417281,22343.28
2010,São Paulo,Mendonça,São José do Rio Preto,10715.698999999999,117038.00300000001,4640,25223.71
2010,São Paulo,Meridiano,São José do Rio Preto,14337229,123091862,3851,31963.61
2010,São Paulo,Mesópolis,São José do Rio Preto,565377,49304035,1886,26142.12
2010,São Paulo,Miguelópolis,Ribeirão Preto,8153734,492014826,20442,24068.82
2010,São Paulo,Mineiros do Tietê,Bauru,5201661,100129.63900000001,12042,8315.03
2010,São Paulo,Miracatu,Litoral Sul Paulista,15058.631000000001,345358852,20595,16769.06
2010,São Paulo,Mira Estrela,São José do Rio Preto,624712,28361.843999999997,2827,10032.49
2010,São Paulo,Mirandópolis,Araçatuba,25906688,328815.94399999996,27475,11967.82
2010,São Paulo,Mirante do Paranapanema,Presidente Prudente,13149.92,180861765,17064,10599.03
2010,São Paulo,Mirassol,São José do Rio Preto,123314436,977180973,53809,18160.18
2010,São Paulo,Mirassolândia,São José do Rio Preto,733507,50767569,4295,11820.16
2010,São Paulo,Mococa,Campinas,106863754,1089746451,66303,16435.85
2010,São Paulo,Mogi das Cruzes,Metropolitana de São Paulo,1370196563,9389909016,387241,24248.23
2010,São Paulo,Mogi Guaçu,Campinas,497123495,3593003565,137286,26171.67
2010,São Paulo,Mogi Mirim,Campinas,464812097,2761857853,86244,32023.77
2010,São Paulo,Mombuca,Piracicaba,1780901,44751948,3266,13702.37
2010,São Paulo,Monções,São José do Rio Preto,3386.3959999999997,63055566,2134,29548.06
2010,São Paulo,Mongaguá,Litoral Sul Paulista,25364042,435874.25399999996,46310,9412.1
2010,São Paulo,Monte Alegre do Sul,Campinas,10813.91,125374515,7148,17539.8
2010,São Paulo,Monte Alto,Ribeirão Preto,139228301,1004633655,46647,21536.94
2010,São Paulo,Monte Aprazível,São José do Rio Preto,34406191,409116705,21748,18811.69
2010,São Paulo,Monte Azul Paulista,Ribeirão Preto,17175968,266527494,18931,14078.89
2010,São Paulo,Monte Castelo,Presidente Prudente,1749675,59664.929000000004,4063,14684.94
2010,São Paulo,Monteiro Lobato,Vale do Paraíba Paulista,2041.6589999999999,40125023,4123,9732.0
2010,São Paulo,Monte Mor,Campinas,428232.1,1924685343,48971,39302.55
2010,São Paulo,Morro Agudo,Ribeirão Preto,57429499,741486.4770000001,29127,25457.02
2010,São Paulo,Morungaba,Macro Metropolitana Paulista,55426.032999999996,328940627,11775,27935.51
2010,São Paulo,Motuca,Araraquara,1709.0839999999998,70839314,4290,16512.66
2010,São Paulo,Murutinga do Sul,Araçatuba,1291687,43859902,4186,10477.76
2010,São Paulo,Nantes,Assis,-923577,55946626,2707,20667.39
2010,São Paulo,Narandiba,Presidente Prudente,5576019,127842841,4289,29807.14
2010,São Paulo,Natividade da Serra,Vale do Paraíba Paulista,1525.0970000000002,46471125,6681,6955.71
2010,São Paulo,Nazaré Paulista,Macro Metropolitana Paulista,26412795,211669104,16413,12896.43
2010,São Paulo,Neves Paulista,São José do Rio Preto,8600.966999999999,140229451,8777,15976.92
2010,São Paulo,Nhandeara,São José do Rio Preto,10995945,185308.68899999998,10725,17278.2
2010,São Paulo,Nipoã,São José do Rio Preto,3158449,65807.88,4274,15397.26
2010,São Paulo,Nova Aliança,São José do Rio Preto,2950657,67731137,5891,11497.39
2010,São Paulo,Nova Campina,Itapetininga,16495439,193882292,8515,22769.5
2010,São Paulo,Nova Canaã Paulista,São José do Rio Preto,153762,22721.273999999998,2114,10748.0
2010,São Paulo,Nova Castilho,São José do Rio Preto,141356,27840.761000000002,1127,24703.43
2010,São Paulo,Nova Europa,Araraquara,16783154,185758229,9301,19971.86
2010,São Paulo,Nova Granada,São José do Rio Preto,5812544,209745792,19178,10936.79
2010,São Paulo,Nova Guataporanga,Presidente Prudente,544972,16633959,2178,7637.26
2010,São Paulo,Nova Independência,Araçatuba,1986.6170000000002,58374.782999999996,3072,19002.21
2010,São Paulo,Novais,São José do Rio Preto,777453,41072367,4595,8938.49
2010,São Paulo,Nova Luzitânia,São José do Rio Preto,817557,27900.222999999998,3441,8108.17
2010,São Paulo,Nova Odessa,Campinas,256247.77,1598463.4230000002,51278,31172.5
2010,São Paulo,Novo Horizonte,São José do Rio Preto,43620.17,577510.17,36612,15773.79
2010,São Paulo,Nuporanga,Ribeirão Preto,26057874,291746.18,6817,42796.86
2010,São Paulo,Ocauçu,Marília,1040735,51944566,4163,12477.68
2010,São Paulo,Óleo,Assis,-1025519,30900284,2673,11560.15
2010,São Paulo,Olímpia,São José do Rio Preto,160609051,1185866.0729999999,49792,23816.4
2010,São Paulo,Onda Verde,São José do Rio Preto,10573261,129015127,3884,33217.08
2010,São Paulo,Oriente,Marília,3797.2009999999996,57598.337999999996,6097,9447.0
2010,São Paulo,Orindiúva,São José do Rio Preto,39153.111000000004,249228669,5678,43893.74
2010,São Paulo,Orlândia,Ribeirão Preto,150080932,1046216.6309999999,39781,26299.41
2010,São Paulo,Osasco,Metropolitana de São Paulo,8577136159,43499785233,666469,65269.03
2010,São Paulo,Oscar Bressane,Marília,1611.4589999999998,32717388,2539,12885.93
2010,São Paulo,Osvaldo Cruz,Presidente Prudente,59068.217000000004,597484558,30917,19325.44
2010,São Paulo,Ourinhos,Assis,178212592,1791042551,103026,17384.37
2010,São Paulo,Ouroeste,São José do Rio Preto,14347569,175724.06,8406,20904.6
2010,São Paulo,Ouro Verde,Presidente Prudente,2682783,76288536,7794,9788.11
2010,São Paulo,Pacaembu,Presidente Prudente,4836063,115577248,12934,8935.92
2010,São Paulo,Palestina,São José do Rio Preto,10083619,220099.73899999997,11052,19914.92
2010,São Paulo,Palmares Paulista,São José do Rio Preto,3594897,76973804,10938,7037.28
2010,São Paulo,Palmeira d'Oeste,São José do Rio Preto,3319163,104224.70300000001,9584,10874.86
2010,São Paulo,Palmital,Assis,28002688,379611.18299999996,21257,17858.17
2010,São Paulo,Panorama,Presidente Prudente,11062032,165906428,14603,11361.12
2010,São Paulo,Paraguaçu Paulista,Assis,54200.72900000001,707335521,42281,16729.39
2010,São Paulo,Paraibuna,Vale do Paraíba Paulista,30886.107999999997,212802.31699999998,17384,12241.27
2010,São Paulo,Paraíso,São José do Rio Preto,12764733,140999.13,5907,23869.84
2010,São Paulo,Paranapanema,Bauru,2871.1,271929753,17810,15268.37
2010,São Paulo,Paranapuã,São José do Rio Preto,975.22,46127.619000000006,3815,12091.12
2010,São Paulo,Parapuã,Presidente Prudente,10406.61,183017693,10844,16877.32
2010,São Paulo,Pardinho,Bauru,13714.256000000001,146477495,5582,26241.04
2010,São Paulo,Pariquera-Açu,Litoral Sul Paulista,20282181,283148.13399999996,18453,15344.29
2010,São Paulo,Parisi,São José do Rio Preto,397673,21382461,2032,10522.86
2010,São Paulo,Patrocínio Paulista,Ribeirão Preto,38569245,367399013,13002,28257.12
2010,São Paulo,Paulicéia,Presidente Prudente,13142.01,143885237,6342,22687.68
2010,São Paulo,Paulínia,Campinas,2322013.9280000003,14141349.269000001,82150,172140.59
2010,São Paulo,Paulistânia,Bauru,856173,18550637,1778,10433.43
2010,São Paulo,Paulo de Faria,São José do Rio Preto,477.80699999999996,154802281,8589,18023.32
2010,São Paulo,Pederneiras,Bauru,214690826,1313295005,41530,31622.8
2010,São Paulo,Pedra Bela,Campinas,1303921,42053.9,5780,7275.76
2010,São Paulo,Pedranópolis,São José do Rio Preto,748.9110000000001,32494063,2561,12688.04
2010,São Paulo,Pedregulho,Ribeirão Preto,1868.15,660162145,15699,42051.22
2010,São Paulo,Pedreira,Campinas,106887.32400000001,756060877,41549,18196.85
2010,São Paulo,Pedrinhas Paulista,Assis,-501.42699999999996,52317692,2936,17819.38
2010,São Paulo,Pedro de Toledo,Litoral Sul Paulista,3183.5409999999997,92048491,10213,9012.87
2010,São Paulo,Penápolis,Araçatuba,74362476,873794332,58529,14929.25
2010,São Paulo,Pereira Barreto,Araçatuba,25470.67,377620191,24959,15129.62
2010,São Paulo,Pereiras,Itapetininga,8382259,103648209,7468,13878.98
2010,São Paulo,Peruíbe,Litoral Sul Paulista,43217221,649577293,59793,10863.77
2010,São Paulo,Piacatu,Araçatuba,2262903,63576614,5287,12025.08
2010,São Paulo,Piedade,Macro Metropolitana Paulista,51215.265999999996,606801053,52214,11621.42
2010,São Paulo,Pilar do Sul,Macro Metropolitana Paulista,8673.23,236405569,26411,8951.03
2010,São Paulo,Pindamonhangaba,Vale do Paraíba Paulista,754857.1329999999,3855906318,147034,26224.59
2010,São Paulo,Pindorama,São José do Rio Preto,13779.16,195578.27,15043,13001.28
2010,São Paulo,Pinhalzinho,Campinas,7786977,134519.99,13104,10265.57
2010,São Paulo,Piquerobi,Presidente Prudente,1685606,39778059,3541,11233.57
2010,São Paulo,Piquete,Vale do Paraíba Paulista,6527568,90841.39199999999,14107,6439.46
2010,São Paulo,Piracaia,Macro Metropolitana Paulista,20835317,256488272,25139,10202.8
2010,São Paulo,Piracicaba,Piracicaba,2076089685,12501662477,364872,34263.15
2010,São Paulo,Piraju,Assis,25594752,356422725,28489,12510.89
2010,São Paulo,Pirajuí,Bauru,14460094,214410827,22724,9435.44
2010,São Paulo,Pirangi,Ribeirão Preto,7906547,136153408,10623,12816.85
2010,São Paulo,Pirapora do Bom Jesus,Metropolitana de São Paulo,13092.03,359140.73799999995,15727,22835.93
2010,São Paulo,Pirapozinho,Presidente Prudente,43113.634000000005,440091526,24718,17804.5
2010,São Paulo,Pirassununga,Campinas,233716522,1528609042,70138,21794.31
2010,São Paulo,Piratininga,Bauru,4531901,103066.52900000001,12072,8537.65
2010,São Paulo,Pitangueiras,Ribeirão Preto,74276186,672896931,35314,19054.68
2010,São Paulo,Planalto,São José do Rio Preto,13378528,151712718,4472,33925.03
2010,São Paulo,Platina,Assis,-331356,47769.08,3192,14965.25
2010,São Paulo,Poá,Metropolitana de São Paulo,1547691.2880000002,3922731.58,106033,36995.38
2010,São Paulo,Poloni,São José do Rio Preto,6100719,85372546,5395,15824.38
2010,São Paulo,Pompéia,Marília,115326089,706689.3309999999,19963,35399.96
2010,São Paulo,Pongaí,Bauru,1103392,43335099,3479,12456.19
2010,São Paulo,Pontal,Ribeirão Preto,62599318,663942085,40245,16497.5
2010,São Paulo,Pontalinda,São José do Rio Preto,1131484,39344731,4074,9657.52
2010,São Paulo,Pontes Gestal,São José do Rio Preto,11268.4,106935146,2523,42384.12
2010,São Paulo,Populina,São José do Rio Preto,1121688,62577605,4223,14818.28
2010,São Paulo,Porangaba,Itapetininga,4931817,84748774,8333,10170.26
2010,São Paulo,Porto Feliz,Macro Metropolitana Paulista,93974722,862626922,48914,17635.58
2010,São Paulo,Porto Ferreira,Campinas,178284.78699999998,1168791.96,51407,22736.05
2010,São Paulo,Potim,Vale do Paraíba Paulista,7162.651999999999,104174069,19413,5366.2
2010,São Paulo,Potirendaba,São José do Rio Preto,29847502,309166561,15453,20006.9
2010,São Paulo,Pracinha,Presidente Prudente,354397,15734771,2863,5495.9
2010,São Paulo,Pradópolis,Ribeirão Preto,18688065,250901.34100000001,17404,14416.3
2010,São Paulo,Praia Grande,Metropolitana de São Paulo,226093777,3276662518,260769,12565.38
2010,São Paulo,Pratânia,Bauru,1941146,76784.77900000001,4599,16695.97
2010,São Paulo,Presidente Alves,Bauru,1070191,38091.56,4123,9238.8
2010,São Paulo,Presidente Bernardes,Presidente Prudente,7087.09,137329.69,13544,10139.52
2010,São Paulo,Presidente Epitácio,Presidente Prudente,59626.255999999994,637465.72,41324,15426.04
2010,São Paulo,Presidente Prudente,Presidente Prudente,518317.18,4563335127,207625,21978.74
2010,São Paulo,Presidente Venceslau,Presidente Prudente,32372414,432068355,37915,11395.71
2010,São Paulo,Promissão,Bauru,165242262,1411351.71,35688,39546.95
2010,São Paulo,Quadra,Itapetininga,1284146,72575909,3236,22427.66
2010,São Paulo,Quatá,Assis,24655978,272723172,12828,21259.99
2010,São Paulo,Queiroz,Marília,18220496,193421015,2808,68882.13
2010,São Paulo,Queluz,Vale do Paraíba Paulista,10646428,109056.54699999999,11325,9629.72
2010,São Paulo,Quintana,Marília,4222939,71568.42599999999,6008,11912.19
2010,São Paulo,Rafard,Piracicaba,20455655,186779155,8624,21658.07
2010,São Paulo,Rancharia,Presidente Prudente,43925.27,562996563,28773,19566.84
2010,São Paulo,Redenção da Serra,Vale do Paraíba Paulista,1048029,32048595,3879,8262.08
2010,São Paulo,Regente Feijó,Presidente Prudente,54733085,386949041,18496,20920.69
2010,São Paulo,Reginópolis,Bauru,2079.2039999999997,59232441,7325,8086.34
2010,São Paulo,Registro,Litoral Sul Paulista,80678063,899414.5090000001,54279,16570.21
2010,São Paulo,Restinga,Ribeirão Preto,2749567,113178.56800000001,6587,17182.11
2010,São Paulo,Ribeira,Itapetininga,831409,22493244,3358,6698.4
2010,São Paulo,Ribeirão Bonito,Araraquara,8986694,151304909,12129,12474.64
2010,São Paulo,Ribeirão Branco,Itapetininga,1580757,156171.1,18272,8547.02
2010,São Paulo,Ribeirão Corrente,Ribeirão Preto,-2636045,64578663,4273,15113.19
2010,São Paulo,Ribeirão do Sul,Assis,1761865,60335.814000000006,4464,13516.09
2010,São Paulo,Ribeirão dos Índios,Presidente Prudente,373.41,21532985,2187,9845.9
2010,São Paulo,Ribeirão Grande,Itapetininga,19376514,206716247,7419,27863.09
2010,São Paulo,Ribeirão Pires,Metropolitana de São Paulo,211625.58,1803800365,113043,15956.76
2010,São Paulo,Ribeirão Preto,Ribeirão Preto,2196590554,18280844435,605114,30210.58
2010,São Paulo,Riversul,Itapetininga,-88.43799999999999,32333.851000000002,6165,5244.74
2010,São Paulo,Rifaina,Ribeirão Preto,2158.9210000000003,41410179,3436,12051.86
2010,São Paulo,Rincão,Araraquara,5408.326999999999,124568281,10414,11961.62
2010,São Paulo,Rinópolis,Presidente Prudente,4381854,101762095,9935,10242.79
2010,São Paulo,Rio Claro,Piracicaba,795770183,5639383578,186299,30270.61
2010,São Paulo,Rio das Pedras,Piracicaba,134071.69400000002,764122936,29508,25895.45
2010,São Paulo,Rio Grande da Serra,Metropolitana de São Paulo,41349.06,384515326,44084,8722.33
2010,São Paulo,Riolândia,São José do Rio Preto,1719339,108355.54400000001,10574,10247.36
2010,São Paulo,Rosana,Presidente Prudente,9552826,876860915,19691,44531.05
2010,São Paulo,Roseira,Vale do Paraíba Paulista,21431252,171146.53699999998,9606,17816.63
2010,São Paulo,Rubiácea,Araçatuba,941.5039999999999,59583.77099999999,2729,21833.55
2010,São Paulo,Rubinéia,São José do Rio Preto,799097,30424.68,2862,10630.57
2010,São Paulo,Sabino,Bauru,1780.6070000000002,79084.77,5226,15132.94
2010,São Paulo,Sagres,Presidente Prudente,556012,23066.13,2395,9630.95
2010,São Paulo,Sales,São José do Rio Preto,1777354,58097.727999999996,5450,10660.13
2010,São Paulo,Sales Oliveira,Ribeirão Preto,15887377,192885116,10568,18251.81
2010,São Paulo,Salesópolis,Metropolitana de São Paulo,5811143,127546231,15639,8155.65
2010,São Paulo,Salmourão,Presidente Prudente,824325,52694.189000000006,4818,10936.94
2010,São Paulo,Saltinho,Piracicaba,12902.926000000001,116049.76800000001,7059,16439.97
2010,São Paulo,Salto,Macro Metropolitana Paulista,605308861,3296868127,105569,31229.51
2010,São Paulo,Salto de Pirapora,Macro Metropolitana Paulista,106045.94300000001,914589.2940000001,40141,22784.42
2010,São Paulo,Salto Grande,Assis,6071661,127306617,8787,14488.06
2010,São Paulo,Sandovalina,Presidente Prudente,4488697,238725.82,3699,64537.93
2010,São Paulo,Santa Adélia,São José do Rio Preto,9167235,207180164,14333,14454.77
2010,São Paulo,Santa Albertina,São José do Rio Preto,8036.1269999999995,98741037,5723,17253.37
2010,São Paulo,Santa Bárbara d'Oeste,Campinas,522487729,3475486.71,180148,19292.4
2010,São Paulo,Santa Branca,Vale do Paraíba Paulista,17074.808999999997,211247363,13770,15341.13
2010,São Paulo,Santa Clara d'Oeste,São José do Rio Preto,561815,31361811,2084,15048.85
2010,São Paulo,Santa Cruz da Conceição,Piracicaba,6123243,94591.33300000001,3998,23659.66
2010,São Paulo,Santa Cruz da Esperança,Ribeirão Preto,439.05,26512791,1953,13575.42
2010,São Paulo,Santa Cruz das Palmeiras,Campinas,18514381,292009687,29974,9742.1
2010,São Paulo,Santa Cruz do Rio Pardo,Assis,90510.19699999999,956980.6579999999,43929,21784.71
2010,São Paulo,Santa Ernestina,Ribeirão Preto,1956.08,53194933,5568,9553.69
2010,São Paulo,Santa Fé do Sul,São José do Rio Preto,49014.685999999994,541138459,29235,18509.95
2010,São Paulo,Santa Gertrudes,Piracicaba,115684459,901671.6590000001,21644,41659.2
2010,São Paulo,Santa Isabel,Metropolitana de São Paulo,126766719,949379.5009999999,50464,18813.01
2010,São Paulo,Santa Lúcia,Araraquara,1783658,78072217,8246,9467.89
2010,São Paulo,Santa Maria da Serra,Piracicaba,5562854,89677856,5418,16551.84
2010,São Paulo,Santa Mercedes,Presidente Prudente,1096861,41267.437000000005,2831,14576.98
2010,São Paulo,Santana da Ponte Pensa,São José do Rio Preto,440151,19704942,1641,12007.89
2010,São Paulo,Santana de Parnaíba,Metropolitana de São Paulo,667417.1089999999,4603218.73,108875,42279.85
2010,São Paulo,Santa Rita d'Oeste,São José do Rio Preto,1013794,29392.726000000002,2543,11558.29
2010,São Paulo,Santa Rita do Passa Quatro,Ribeirão Preto,40325895,457220854,26420,17305.86
2010,São Paulo,Santa Rosa de Viterbo,Ribeirão Preto,75874991,563818.1579999999,23871,23619.38
2010,São Paulo,Santa Salete,São José do Rio Preto,336.92800000000005,17303181,1447,11957.97
2010,São Paulo,Santo Anastácio,Presidente Prudente,16605165,227003705,20498,11074.43
2010,São Paulo,Santo André,Metropolitana de São Paulo,3159176.81,19164510294,673914,28437.62
2010,São Paulo,Santo Antônio da Alegria,Ribeirão Preto,2234674,113454576,6304,17997.24
2010,São Paulo,Santo Antônio de Posse,Campinas,33392699,423857904,20635,20540.73
2010,São Paulo,Santo Antônio do Aracanguá,Araçatuba,14424905,206256.88100000002,7627,27042.99
2010,São Paulo,Santo Antônio do Jardim,Campinas,3210315,78196.00099999999,5943,13157.66
2010,São Paulo,Santo Antônio do Pinhal,Vale do Paraíba Paulista,2096777,53740605,6516,8247.48
2010,São Paulo,Santo Expedito,Presidente Prudente,401403,21142.087000000003,2806,7534.6
2010,São Paulo,Santópolis do Aguapeí,Araçatuba,1594884,42669247,4281,9967.12
2010,São Paulo,Santos,Metropolitana de São Paulo,2175572266,13546942.865999999,419757,32273.3
2010,São Paulo,São Bento do Sapucaí,Vale do Paraíba Paulista,4266965,108411785,10462,10362.43
2010,São Paulo,São Bernardo do Campo,Metropolitana de São Paulo,10011414464,42557431743,765203,55615.87
2010,São Paulo,São Caetano do Sul,Metropolitana de São Paulo,3133388762,12205133812,149571,81600.94
2010,São Paulo,São Carlos,Araraquara,952200563,6805566.307999999,221936,30664.54
2010,São Paulo,São Francisco,São José do Rio Preto,1354.16,24270014,2793,8689.59
2010,São Paulo,São João da Boa Vista,Campinas,210815611,1755940.8390000002,83661,20988.76
2010,São Paulo,São João das Duas Pontes,São José do Rio Preto,562164,24170689,2566,9419.6
2010,São Paulo,São João de Iracema,São José do Rio Preto,235.93400000000003,29780446,1780,16730.59
2010,São Paulo,São João do Pau d'Alho,Presidente Prudente,624.9830000000001,25635895,2103,12190.15
2010,São Paulo,São Joaquim da Barra,Ribeirão Preto,121171.84199999999,945887321,46524,20331.17
2010,São Paulo,São José da Bela Vista,Ribeirão Preto,1187913,95963942,8407,11414.77
2010,São Paulo,São José do Barreiro,Vale do Paraíba Paulista,1832.69,28250395,4097,6895.39
2010,São Paulo,São José do Rio Pardo,Campinas,126679.51400000001,1185115291,51910,22830.19
2010,São Paulo,São José do Rio Preto,São José do Rio Preto,1140115625,9770859.69,408435,23922.68
2010,São Paulo,São José dos Campos,Vale do Paraíba Paulista,3969751913,25848130441,627544,41189.35
2010,São Paulo,São Lourenço da Serra,Metropolitana de São Paulo,16867.42,213289055,13985,15251.27
2010,São Paulo,São Luís do Paraitinga,Vale do Paraíba Paulista,6505.781999999999,86448116,10404,8309.12
2010,São Paulo,São Manuel,Bauru,68744429,724879.0859999999,38390,18881.98
2010,São Paulo,São Miguel Arcanjo,Macro Metropolitana Paulista,9969609,332034101,31452,10556.85
2010,São Paulo,São Paulo,Metropolitana de São Paulo,85320191365,450491987985,11244369,40063.79
2010,São Paulo,São Pedro,Piracicaba,24196016,407763289,31688,12868.07
2010,São Paulo,São Pedro do Turvo,Assis,3501.9309999999996,91979226,7208,12760.71
2010,São Paulo,São Roque,Macro Metropolitana Paulista,213336.47,1457400.7130000002,78873,18477.82
2010,São Paulo,São Sebastião,Vale do Paraíba Paulista,1872250844,3820147713,73833,51740.38
2010,São Paulo,São Sebastião da Grama,Campinas,4212561,140819.95,12100,11638.01
2010,São Paulo,São Simão,Ribeirão Preto,25596472,253661.67,14350,17676.77
2010,São Paulo,São Vicente,Metropolitana de São Paulo,262370126,3360635376,332424,10109.48
2010,São Paulo,Sarapuí,Macro Metropolitana Paulista,5830741,93508.62400000001,9027,10358.77
2010,São Paulo,Sarutaiá,Assis,-437283,25395869,3622,7011.56
2010,São Paulo,Sebastianópolis do Sul,São José do Rio Preto,28327.422000000002,235556202,3031,77715.67
2010,São Paulo,Serra Azul,Ribeirão Preto,2493574,83111509,11259,7381.78
2010,São Paulo,Serrana,Ribeirão Preto,29807.857999999997,420611208,38891,10815.13
2010,São Paulo,Serra Negra,Campinas,24291.22,380643.79,26362,14439.11
2010,São Paulo,Sertãozinho,Ribeirão Preto,527218442,3742697271,110094,33995.47
2010,São Paulo,Sete Barras,Litoral Sul Paulista,4352374,247450424,13006,19025.87
2010,São Paulo,Severínia,São José do Rio Preto,23163909,221796.24899999998,15504,14305.74
2010,São Paulo,Silveiras,Vale do Paraíba Paulista,2957414,37239464,5792,6429.47
2010,São Paulo,Socorro,Campinas,29222967,436407076,36695,11892.82
2010,São Paulo,Sorocaba,Macro Metropolitana Paulista,3792963433,19721440758,586311,33636.48
2010,São Paulo,Sud Mennucci,Araçatuba,6361774,122710097,7440,16493.29
2010,São Paulo,Sumaré,Campinas,2519057.31,9488101508,241437,39298.46
2010,São Paulo,Suzano,Metropolitana de São Paulo,1086440.07,6555271315,262568,24965.99
2010,São Paulo,Suzanápolis,Araçatuba,4413.3,115735.78300000001,3383,34210.99
2010,São Paulo,Tabapuã,São José do Rio Preto,6165024,170886.65399999998,11366,15034.9
2010,São Paulo,Tabatinga,Araraquara,6043732,139989.58800000002,14686,9532.18
2010,São Paulo,Taboão da Serra,Metropolitana de São Paulo,857022917,5473360.063999999,244719,22365.9
2010,São Paulo,Taciba,Presidente Prudente,1684503,60463087,5714,10581.57
2010,São Paulo,Taguaí,Assis,6537.534000000001,115509948,10825,10670.66
2010,São Paulo,Taiaçu,Ribeirão Preto,1763421,54267258,5894,9207.2
2010,São Paulo,Taiúva,Ribeirão Preto,3388.0440000000003,64345.759000000005,5447,11813.06
2010,São Paulo,Tambaú,Campinas,30331201,393244.98600000003,22410,17547.75
2010,São Paulo,Tanabi,São José do Rio Preto,30901.601000000002,398164.93700000003,24055,16552.27
2010,São Paulo,Tapiraí,Macro Metropolitana Paulista,3605.8590000000004,73820379,8015,9210.28
2010,São Paulo,Tapiratiba,Campinas,10236164,168066658,12743,13188.94
2010,São Paulo,Taquaral,Ribeirão Preto,797.14,24096.732000000004,2726,8839.59
2010,São Paulo,Taquaritinga,Ribeirão Preto,62429705,769803594,53985,14259.58
2010,São Paulo,Taquarituba,Itapetininga,11839855,253559021,22294,11373.42
2010,São Paulo,Taquarivaí,Itapetininga,775.37,61988.212999999996,5149,12038.88
2010,São Paulo,Tarabai,Presidente Prudente,3380.6090000000004,60383605,6605,9142.11
2010,São Paulo,Tarumã,Assis,103773883,535980029,12883,41603.67
2010,São Paulo,Tatuí,Itapetininga,315051693,2315179.97,107975,21441.81
2010,São Paulo,Taubaté,Vale do Paraíba Paulista,2481316267,12449701.43,278724,44666.77
2010,São Paulo,Tejupá,Assis,-1080171,32943.623999999996,4809,6850.41
2010,São Paulo,Teodoro Sampaio,Presidente Prudente,20433.386000000002,295562584,21389,13818.44
2010,São Paulo,Terra Roxa,Ribeirão Preto,2159.8720000000003,94326118,8505,11090.67
2010,São Paulo,Tietê,Piracicaba,160577.25699999998,1283860675,36827,34861.94
2010,São Paulo,Timburi,Assis,-63643,23067.992000000002,2646,8718.06
2010,São Paulo,Torre de Pedra,Itapetininga,430.87199999999996,13985.323999999999,2257,6196.42
2010,São Paulo,Torrinha,Piracicaba,6198908,119327326,9330,12789.64
2010,São Paulo,Trabiju,Araraquara,1073734,25408.66,1544,16456.39
2010,São Paulo,Tremembé,Vale do Paraíba Paulista,35098386,409012.13,40985,9979.56
2010,São Paulo,Três Fronteiras,São José do Rio Preto,3495095,65990787,5428,12157.48
2010,São Paulo,Tuiuti,Macro Metropolitana Paulista,3729179,116129.4,5935,19566.87
2010,São Paulo,Tupã,Marília,86163349,1005874952,63492,15842.55
2010,São Paulo,Tupi Paulista,Presidente Prudente,10115995,173505833,14262,12165.6
2010,São Paulo,Turiúba,Araçatuba,639.5509999999999,35404575,1927,18372.9
2010,São Paulo,Turmalina,São José do Rio Preto,455.98400000000004,29706283,1978,15018.34
2010,São Paulo,Ubarana,São José do Rio Preto,6110755,261151879,5286,49404.44
2010,São Paulo,Ubatuba,Vale do Paraíba Paulista,52328471,896600338,78870,11368.08
2010,São Paulo,Ubirajara,Bauru,1224.0710000000001,40283721,4429,9095.44
2010,São Paulo,Uchoa,São José do Rio Preto,19347802,191800822,9475,20242.83
2010,São Paulo,União Paulista,São José do Rio Preto,568369,30802235,1599,19263.44
2010,São Paulo,Urânia,São José do Rio Preto,8719581,120647087,8836,13654.04
2010,São Paulo,Uru,Bauru,277611,20749467,1251,16586.3
2010,São Paulo,Urupês,São José do Rio Preto,7957805,164050239,12720,12897.03
2010,São Paulo,Valentim Gentil,São José do Rio Preto,20869.63,207895872,11031,18846.51
2010,São Paulo,Valinhos,Campinas,713454618,3937795.5160000003,106968,36812.84
2010,São Paulo,Valparaíso,Araçatuba,46730572,495120.31799999997,22617,21891.51
2010,São Paulo,Vargem,Macro Metropolitana Paulista,3368987,57083777,8801,6486.06
2010,São Paulo,Vargem Grande do Sul,Campinas,40727682,445974709,39266,11357.78
2010,São Paulo,Vargem Grande Paulista,Metropolitana de São Paulo,137025139,910939997,42946,21211.29
2010,São Paulo,Várzea Paulista,Macro Metropolitana Paulista,259439329,1837457398,107146,17149.1
2010,São Paulo,Vera Cruz,Marília,1230233,86461.48199999999,10769,8028.74
2010,São Paulo,Vinhedo,Campinas,1072849674,4623767902,63685,72603.72
2010,São Paulo,Viradouro,Ribeirão Preto,9751596,178894681,17307,10336.55
2010,São Paulo,Vista Alegre do Alto,Ribeirão Preto,23384.64,200081454,6889,29043.61
