Ano,NomeUF,NomeMunicipio,NomeMeso,Impostos,PIB,Populacao
2012,São Paulo,Neves Paulista,São José do Rio Preto,9982535,142098761,8752
2012,São Paulo,Nhandeara,São José do Rio Preto,14723.278999999999,235632711,10806
2012,São Paulo,Nipoã,São José do Rio Preto,3479.7259999999997,74410265,4427
2012,São Paulo,Nova Aliança,São José do Rio Preto,3464612,82223106,6061
2012,São Paulo,Nova Campina,Itapetininga,22184369,300814595,8700
2012,São Paulo,Nova Canaã Paulista,São José do Rio Preto,457.79,23425214,2059
2012,São Paulo,Nova Castilho,São José do Rio Preto,273251,28663461,1146
2012,São Paulo,Nova Europa,Araraquara,22532.593999999997,262697172,9601
2012,São Paulo,Nova Granada,São José do Rio Preto,12895861,261771384,19507
2012,São Paulo,Nova Guataporanga,Presidente Prudente,844424,21043201,2191
2012,São Paulo,Nova Independência,Araçatuba,3819.8940000000002,68430711,3220
2012,São Paulo,Novais,São José do Rio Preto,960967,52472758,4799
2012,São Paulo,Nova Luzitânia,São José do Rio Preto,1120761,32011755,3546
2012,São Paulo,Nova Odessa,Campinas,316241981,1985035506,52627
2012,São Paulo,Novo Horizonte,São José do Rio Preto,44610224,722201413,37222
2012,São Paulo,Nuporanga,Ribeirão Preto,29462805,381129989,6894
2012,São Paulo,Ocauçu,Marília,2270595,57061761,4163
2012,São Paulo,Óleo,Assis,-52.56,39170.998999999996,2625
2012,São Paulo,Olímpia,São José do Rio Preto,177892633,1398155.1840000001,50630
2012,São Paulo,Onda Verde,São José do Rio Preto,13589.6,160511539,3956
2012,São Paulo,Oriente,Marília,5122492,71326.51299999999,6141
2012,São Paulo,Orindiúva,São José do Rio Preto,38007571,339104.16799999995,5904
2012,São Paulo,Orlândia,Ribeirão Preto,182617723,1308964947,40352
2012,São Paulo,Osasco,Metropolitana de São Paulo,10532264.01,50059467.831999995,668877
2012,São Paulo,Oscar Bressane,Marília,1823.05,53763167,2535
2012,São Paulo,Osvaldo Cruz,Presidente Prudente,69594417,754065355,31109
2012,São Paulo,Ourinhos,Assis,224844.12699999998,2252330346,104420
2012,São Paulo,Ouroeste,São José do Rio Preto,19421095,240223515,8725
2012,São Paulo,Ouro Verde,Presidente Prudente,4229972,93386339,7899
2012,São Paulo,Pacaembu,Presidente Prudente,6925.263000000001,135934038,13333
2012,São Paulo,Palestina,São José do Rio Preto,11066.53,213745277,11346
2012,São Paulo,Palmares Paulista,São José do Rio Preto,4547.842000000001,92503.93199999999,11312
2012,São Paulo,Palmeira d'Oeste,São José do Rio Preto,3651.3059999999996,122299.84300000001,9473
2012,São Paulo,Palmital,Assis,35002.52,434055894,21260
2012,São Paulo,Panorama,Presidente Prudente,15011998,220618355,14725
2012,São Paulo,Paraguaçu Paulista,Assis,71205714,914104415,42680
2012,São Paulo,Paraibuna,Vale do Paraíba Paulista,20598858,220576.84399999998,17446
2012,São Paulo,Paraíso,São José do Rio Preto,14512.363000000001,169722759,5969
2012,São Paulo,Paranapanema,Bauru,12309.791000000001,317106464,18155
2012,São Paulo,Paranapuã,São José do Rio Preto,1448.8020000000001,55484824,3843
2012,São Paulo,Parapuã,Presidente Prudente,12510.703000000001,227981038,10805
2012,São Paulo,Pardinho,Bauru,16718975,175857.60100000002,5711
2012,São Paulo,Pariquera-Açu,Litoral Sul Paulista,26499.38,347537.23299999995,18567
2012,São Paulo,Parisi,São José do Rio Preto,498189,25971779,2045
2012,São Paulo,Patrocínio Paulista,Ribeirão Preto,51960.11,550472.08,13240
2012,São Paulo,Paulicéia,Presidente Prudente,14427341,161818649,6496
2012,São Paulo,Paulínia,Campinas,2952978.72,8461729318,86800
2012,São Paulo,Paulistânia,Bauru,816429,23478.3,1779
2012,São Paulo,Paulo de Faria,São José do Rio Preto,3457.73,156267.32,8607
2012,São Paulo,Pederneiras,Bauru,269638.11699999997,1635552467,42235
2012,São Paulo,Pedra Bela,Campinas,1678.2910000000002,51630.0,5806
2012,São Paulo,Pedranópolis,São José do Rio Preto,803367,37341.861000000004,2532
2012,São Paulo,Pedregulho,Ribeirão Preto,3393.6,825229955,15807
2012,São Paulo,Pedreira,Campinas,129213526,896423196,42516
2012,São Paulo,Pedrinhas Paulista,Assis,648.4630000000001,62441915,2952
2012,São Paulo,Pedro de Toledo,Litoral Sul Paulista,3502.58,100445.74699999999,10358
2012,São Paulo,Penápolis,Araçatuba,97728.12,1160047668,59096
2012,São Paulo,Pereira Barreto,Araçatuba,42984648,507540042,24953
2012,São Paulo,Pereiras,Itapetininga,10603.231000000002,124684935,7640
2012,São Paulo,Peruíbe,Litoral Sul Paulista,56058.212999999996,1105187.6509999998,61030
2012,São Paulo,Piacatu,Araçatuba,2506.7960000000003,65754069,5387
2012,São Paulo,Piedade,Macro Metropolitana Paulista,62354003,730969193,52447
2012,São Paulo,Pilar do Sul,Macro Metropolitana Paulista,17548273,334665381,26778
2012,São Paulo,Pindamonhangaba,Vale do Paraíba Paulista,1007376.9890000001,5145267671,150162
2012,São Paulo,Pindorama,São José do Rio Preto,16667.15,227703974,15331
2012,São Paulo,Pinhalzinho,Campinas,9840.639000000001,163935561,13425
2012,São Paulo,Piquerobi,Presidente Prudente,1976565,44326997,3546
2012,São Paulo,Piquete,Vale do Paraíba Paulista,7808.534000000001,110664836,13942
2012,São Paulo,Piracaia,Macro Metropolitana Paulista,25357165,316118445,25384
2012,São Paulo,Piracicaba,Piracicaba,2861726.8660000004,16052653.03,369919
2012,São Paulo,Piraju,Assis,37584492,483077.08700000006,28563
2012,São Paulo,Pirajuí,Bauru,19851.27,285387281,23098
2012,São Paulo,Pirangi,Ribeirão Preto,9915301,161490978,10712
2012,São Paulo,Pirapora do Bom Jesus,Metropolitana de São Paulo,19635.86,424248.68100000004,16238
2012,São Paulo,Pirapozinho,Presidente Prudente,50957.189000000006,539979.7289999999,25086
2012,São Paulo,Pirassununga,Campinas,277754.75899999996,1903237245,70869
2012,São Paulo,Piratininga,Bauru,6422.5419999999995,131171145,12297
2012,São Paulo,Pitangueiras,Ribeirão Preto,60560069,659742.58,35934
2012,São Paulo,Planalto,São José do Rio Preto,15590685,187031612,4583
2012,São Paulo,Platina,Assis,673296,53957653,3242
2012,São Paulo,Poá,Metropolitana de São Paulo,1564067.9230000002,3890601.5,107556
2012,São Paulo,Poloni,São José do Rio Preto,6604891,98297.65199999999,5489
2012,São Paulo,Pompéia,Marília,163646702,920844048,20235
2012,São Paulo,Pongaí,Bauru,1525.26,47510291,3449
2012,São Paulo,Pontal,Ribeirão Preto,64612623,795807672,41840
2012,São Paulo,Pontalinda,São José do Rio Preto,1516338,48879145,4155
2012,São Paulo,Pontes Gestal,São José do Rio Preto,18351198,166785718,2515
2012,São Paulo,Populina,São José do Rio Preto,1240894,71967438,4189
2012,São Paulo,Porangaba,Itapetininga,7030684,96213.89300000001,8579
2012,São Paulo,Porto Feliz,Macro Metropolitana Paulista,122275.17,1129622.5320000001,49404
2012,São Paulo,Porto Ferreira,Campinas,219768188,1406294727,51999
2012,São Paulo,Potim,Vale do Paraíba Paulista,8958167,140421309,20272
2012,São Paulo,Potirendaba,São José do Rio Preto,41945.39,400370.44200000004,15720
2012,São Paulo,Pracinha,Presidente Prudente,392976,18098.993000000002,3074
2012,São Paulo,Pradópolis,Ribeirão Preto,53784426,539660841,18052
2012,São Paulo,Praia Grande,Metropolitana de São Paulo,299994411,4312526864,272390
2012,São Paulo,Pratânia,Bauru,2932369,83356.42,4697
2012,São Paulo,Presidente Alves,Bauru,1308448,52777.577000000005,4094
2012,São Paulo,Presidente Bernardes,Presidente Prudente,9291354,178558298,13406
2012,São Paulo,Presidente Epitácio,Presidente Prudente,52181.740999999995,669186918,41624
2012,São Paulo,Presidente Prudente,Presidente Prudente,619240677,5605428079,210393
2012,São Paulo,Presidente Venceslau,Presidente Prudente,39819166,521832164,37996
2012,São Paulo,Promissão,Bauru,176846092,1639353846,36364
2012,São Paulo,Quadra,Itapetininga,3180.2659999999996,56972642,3325
2012,São Paulo,Quatá,Assis,27218134,327260378,12972
2012,São Paulo,Queiroz,Marília,7577069,134397671,2905
2012,São Paulo,Queluz,Vale do Paraíba Paulista,14065538,150639792,11641
2012,São Paulo,Quintana,Marília,6379975,98320.22,6089
2012,São Paulo,Rafard,Piracicaba,22042.012000000002,212972948,8651
2012,São Paulo,Rancharia,Presidente Prudente,61106.172999999995,831018.39,28809
2012,São Paulo,Redenção da Serra,Vale do Paraíba Paulista,1368.0320000000002,35413.193999999996,3847
2012,São Paulo,Regente Feijó,Presidente Prudente,65464903,472656158,18720
2012,São Paulo,Reginópolis,Bauru,3440377,78277182,7713
2012,São Paulo,Registro,Litoral Sul Paulista,104701291,1207471991,54338
2012,São Paulo,Restinga,Ribeirão Preto,3727.77,121745.35800000001,6739
2012,São Paulo,Ribeira,Itapetininga,903438,25910.29,3336
2012,São Paulo,Ribeirão Bonito,Araraquara,8904721,198555514,12270
2012,São Paulo,Ribeirão Branco,Itapetininga,3603215,183648175,17822
2012,São Paulo,Ribeirão Corrente,Ribeirão Preto,-831663,77194738,4333
2012,São Paulo,Ribeirão do Sul,Assis,2258.5789999999997,72949.07400000001,4439
2012,São Paulo,Ribeirão dos Índios,Presidente Prudente,534.3009999999999,28422.456000000002,2182
2012,São Paulo,Ribeirão Grande,Itapetininga,20792588,233949792,7427
2012,São Paulo,Ribeirão Pires,Metropolitana de São Paulo,260360.41,2212394.1859999998,114361
2012,São Paulo,Ribeirão Preto,Ribeirão Preto,2722787852,21854359365,619746
2012,São Paulo,Riversul,Itapetininga,800903,39165107,6008
2012,São Paulo,Rifaina,Ribeirão Preto,2507106,51171.14,3453
2012,São Paulo,Rincão,Araraquara,7460459,161241229,10427
2012,São Paulo,Rinópolis,Presidente Prudente,6775.0019999999995,129059811,9887
2012,São Paulo,Rio Claro,Piracicaba,1043224609,7244122.96,188977
2012,São Paulo,Rio das Pedras,Piracicaba,166580304,882330.0340000001,30409
2012,São Paulo,Rio Grande da Serra,Metropolitana de São Paulo,44745198,451991.42,45014
2012,São Paulo,Riolândia,São José do Rio Preto,3623272,135088.66199999998,10880
2012,São Paulo,Rosana,Presidente Prudente,11529736,1034335.9140000001,19006
2012,São Paulo,Roseira,Vale do Paraíba Paulista,24923.297000000002,197179.8,9754
2012,São Paulo,Rubiácea,Araçatuba,962315,63898.3,2789
2012,São Paulo,Rubinéia,São José do Rio Preto,2090827,43471.825999999994,2900
2012,São Paulo,Sabino,Bauru,2764482,77497995,5258
2012,São Paulo,Sagres,Presidente Prudente,706.2719999999999,32979.31,2389
2012,São Paulo,Sales,São José do Rio Preto,2648222,81337072,5586
2012,São Paulo,Sales Oliveira,Ribeirão Preto,14974.978000000001,246503234,10756
2012,São Paulo,Salesópolis,Metropolitana de São Paulo,6905635,145900159,15828
2012,São Paulo,Salmourão,Presidente Prudente,1311755,61904.657999999996,4881
2012,São Paulo,Saltinho,Piracicaba,18825513,151463547,7250
2012,São Paulo,Salto,Macro Metropolitana Paulista,784117199,4385520.313999999,107382
2012,São Paulo,Salto de Pirapora,Macro Metropolitana Paulista,132335.52599999998,1109475.48,40897
2012,São Paulo,Salto Grande,Assis,9519875,165632261,8839
2012,São Paulo,Sandovalina,Presidente Prudente,4943604,309813284,3792
2012,São Paulo,Santa Adélia,São José do Rio Preto,10252765,230166.27,14467
2012,São Paulo,Santa Albertina,São José do Rio Preto,7011.201999999999,99624.86300000001,5744
2012,São Paulo,Santa Bárbara d'Oeste,Campinas,633439334,4363159987,181509
2012,São Paulo,Santa Branca,Vale do Paraíba Paulista,14089536,201504.43,13877
2012,São Paulo,Santa Clara d'Oeste,São José do Rio Preto,760378,40004134,2079
2012,São Paulo,Santa Cruz da Conceição,Piracicaba,9151778,116971.93,4074
2012,São Paulo,Santa Cruz da Esperança,Ribeirão Preto,447.94300000000004,31055.92,1977
2012,São Paulo,Santa Cruz das Palmeiras,Campinas,17886.71,329116797,30593
2012,São Paulo,Santa Cruz do Rio Pardo,Assis,116846.92300000001,1246707.38,44375
2012,São Paulo,Santa Ernestina,Ribeirão Preto,2802.7490000000003,62068.64,5542
2012,São Paulo,Santa Fé do Sul,São José do Rio Preto,64990.08,729027505,29651
2012,São Paulo,Santa Gertrudes,Piracicaba,166071.83,1220042443,22499
2012,São Paulo,Santa Isabel,Metropolitana de São Paulo,160134763,1173062043,51467
2012,São Paulo,Santa Lúcia,Araraquara,2024.03,94147925,8308
2012,São Paulo,Santa Maria da Serra,Piracicaba,6751.0380000000005,118722.26,5525
2012,São Paulo,Santa Mercedes,Presidente Prudente,1551247,51743806,2836
2012,São Paulo,Santana da Ponte Pensa,São José do Rio Preto,915.1160000000001,21844.872000000003,1603
2012,São Paulo,Santana de Parnaíba,Metropolitana de São Paulo,826701.4870000001,6211289071,113945
2012,São Paulo,Santa Rita d'Oeste,São José do Rio Preto,1329119,39777.373999999996,2521
2012,São Paulo,Santa Rita do Passa Quatro,Ribeirão Preto,52689318,566580501,26530
2012,São Paulo,Santa Rosa de Viterbo,Ribeirão Preto,95655225,662271214,24229
2012,São Paulo,Santa Salete,São José do Rio Preto,1183476,17652.08,1458
2012,São Paulo,Santo Anastácio,Presidente Prudente,23993708,282804.50800000003,20434
2012,São Paulo,Santo André,Metropolitana de São Paulo,4086310505,23842987589,680496
2012,São Paulo,Santo Antônio da Alegria,Ribeirão Preto,3378.9429999999998,118115913,6386
2012,São Paulo,Santo Antônio de Posse,Campinas,47654.070999999996,530210.8420000001,21032
2012,São Paulo,Santo Antônio do Aracanguá,Araçatuba,8430831,181188.03100000002,7732
2012,São Paulo,Santo Antônio do Jardim,Campinas,5647243,98684069,5912
2012,São Paulo,Santo Antônio do Pinhal,Vale do Paraíba Paulista,2765744,64638413,6510
2012,São Paulo,Santo Expedito,Presidente Prudente,511663,23506158,2845
2012,São Paulo,Santópolis do Aguapeí,Araçatuba,2488627,50988722,4347
2012,São Paulo,Santos,Metropolitana de São Paulo,2553875225,16850211706,419614
2012,São Paulo,São Bento do Sapucaí,Vale do Paraíba Paulista,5598219,138422718,10486
2012,São Paulo,São Bernardo do Campo,Metropolitana de São Paulo,10572609162,45300599.166999996,774886
2012,São Paulo,São Caetano do Sul,Metropolitana de São Paulo,4105994495,15094571625,150638
2012,São Paulo,São Carlos,Araraquara,1037807854,8166704.83,226322
2012,São Paulo,São Francisco,São José do Rio Preto,1134888,29183.977000000003,2783
2012,São Paulo,São João da Boa Vista,Campinas,241147.53,2121413523,84584
2012,São Paulo,São João das Duas Pontes,São José do Rio Preto,579484,28540.417999999998,2552
2012,São Paulo,São João de Iracema,São José do Rio Preto,581398,31379.627999999997,1797
2012,São Paulo,São João do Pau d'Alho,Presidente Prudente,586.3580000000001,37793949,2092
2012,São Paulo,São Joaquim da Barra,Ribeirão Preto,143919464,1144441288,47256
2012,São Paulo,São José da Bela Vista,Ribeirão Preto,2210723,103463838,8456
2012,São Paulo,São José do Barreiro,Vale do Paraíba Paulista,977565,35792.05,4068
2012,São Paulo,São José do Rio Pardo,Campinas,130081226,1370344493,52176
2012,São Paulo,São José do Rio Preto,São José do Rio Preto,1441827611,12464503645,415769
2012,São Paulo,São José dos Campos,Vale do Paraíba Paulista,4650722461,26584748512,643603
2012,São Paulo,São Lourenço da Serra,Metropolitana de São Paulo,22651501,183508931,14241
2012,São Paulo,São Luís do Paraitinga,Vale do Paraíba Paulista,7376326,105338791,10393
2012,São Paulo,São Manuel,Bauru,71948392,859217627,38614
2012,São Paulo,São Miguel Arcanjo,Macro Metropolitana Paulista,15276.178999999998,420464758,31549
2012,São Paulo,São Paulo,Metropolitana de São Paulo,101430123.72600001,538877121413,11376685
2012,São Paulo,São Pedro,Piracicaba,29637.067000000003,471889778,32231
2012,São Paulo,São Pedro do Turvo,Assis,4518.2429999999995,120346.13900000001,7245
2012,São Paulo,São Roque,Macro Metropolitana Paulista,262112051,1807338045,80661
2012,São Paulo,São Sebastião,Vale do Paraíba Paulista,2075708.5259999998,4550425657,76344
2012,São Paulo,São Sebastião da Grama,Campinas,5850.906999999999,218158.32100000003,12046
2012,São Paulo,São Simão,Ribeirão Preto,32936149,319313.38899999997,14448
2012,São Paulo,São Vicente,Metropolitana de São Paulo,295013.84,3944432186,336809
2012,São Paulo,Sarapuí,Macro Metropolitana Paulista,7276.210999999999,110315.76400000001,9212
2012,São Paulo,Sarutaiá,Assis,285276,30862.572999999997,3605
2012,São Paulo,Sebastianópolis do Sul,São José do Rio Preto,23719722,197371516,3105
2012,São Paulo,Serra Azul,Ribeirão Preto,3330.6859999999997,115291.44,11832
2012,São Paulo,Serrana,Ribeirão Preto,34728957,509438151,39826
2012,São Paulo,Serra Negra,Campinas,29128009,470469092,26770
2012,São Paulo,Sertãozinho,Ribeirão Preto,554491723,4194460133,112401
2012,São Paulo,Sete Barras,Litoral Sul Paulista,4983303,228233128,12898
2012,São Paulo,Severínia,São José do Rio Preto,25252991,242033548,15788
2012,São Paulo,Silveiras,Vale do Paraíba Paulista,1721.1729999999998,42419677,5855
2012,São Paulo,Socorro,Campinas,39222206,530287.9820000001,37288
2012,São Paulo,Sorocaba,Macro Metropolitana Paulista,5074721.63,25969688.841999996,600692
2012,São Paulo,Sud Mennucci,Araçatuba,9621593,175998.13199999998,7446
2012,São Paulo,Sumaré,Campinas,3347355983,11180730369,246247
2012,São Paulo,Suzano,Metropolitana de São Paulo,1360864.7019999998,7748116626,267583
2012,São Paulo,Suzanápolis,Araçatuba,7193.35,83248269,3473
2012,São Paulo,Tabapuã,São José do Rio Preto,8952596,188388633,11495
2012,São Paulo,Tabatinga,Araraquara,7820565,154037606,14943
2012,São Paulo,Taboão da Serra,Metropolitana de São Paulo,1045965483,6434869344,251608
2012,São Paulo,Taciba,Presidente Prudente,1600747,97986981,5789
2012,São Paulo,Taguaí,Assis,9833829,147423033,11336
2012,São Paulo,Taiaçu,Ribeirão Preto,2256.4829999999997,59789735,5936
2012,São Paulo,Taiúva,Ribeirão Preto,4185.07,71634.97099999999,5439
2012,São Paulo,Tambaú,Campinas,34171096,425547479,22429
2012,São Paulo,Tanabi,São José do Rio Preto,36269502,483487.79,24277
2012,São Paulo,Tapiraí,Macro Metropolitana Paulista,4591291,89398.58,7928
2012,São Paulo,Tapiratiba,Campinas,13314.306999999999,222374.96600000001,12707
2012,São Paulo,Taquaral,Ribeirão Preto,954324,22430.046000000002,2727
2012,São Paulo,Taquaritinga,Ribeirão Preto,83401743,940700.5290000001,54279
2012,São Paulo,Taquarituba,Itapetininga,23427.532000000003,358298.48600000003,22338
2012,São Paulo,Taquarivaí,Itapetininga,1484793,77170364,5254
2012,São Paulo,Tarabai,Presidente Prudente,3522671,68842651,6731
2012,São Paulo,Tarumã,Assis,119875.31800000001,697193.2990000001,13209
2012,São Paulo,Tatuí,Itapetininga,409120.49600000004,2987680.9310000003,109425
2012,São Paulo,Taubaté,Vale do Paraíba Paulista,2733757.1339999996,13814209848,283899
2012,São Paulo,Tejupá,Assis,37817,44838.952000000005,4730
2012,São Paulo,Teodoro Sampaio,Presidente Prudente,31486841,415749.6,21595
2012,São Paulo,Terra Roxa,Ribeirão Preto,2608265,101079399,8619
2012,São Paulo,Tietê,Piracicaba,187700995,1417808.1430000002,37609
2012,São Paulo,Timburi,Assis,724008,26890037,2634
2012,São Paulo,Torre de Pedra,Itapetininga,551632,16886147,2271
2012,São Paulo,Torrinha,Piracicaba,7633.383000000001,146138581,9405
2012,São Paulo,Trabiju,Araraquara,1111343,29125.93,1569
2012,São Paulo,Tremembé,Vale do Paraíba Paulista,42637.859000000004,513507534,41915
2012,São Paulo,Três Fronteiras,São José do Rio Preto,8134854,73816114,5468
2012,São Paulo,Tuiuti,Macro Metropolitana Paulista,4901062,96792778,6078
2012,São Paulo,Tupã,Marília,110377.33099999999,1331559572,63498
2012,São Paulo,Tupi Paulista,Presidente Prudente,11917.601999999999,208069521,14418
2012,São Paulo,Turiúba,Araçatuba,699452,30880.593999999997,1936
2012,São Paulo,Turmalina,São José do Rio Preto,604934,31136615,1920
2012,São Paulo,Ubarana,São José do Rio Preto,9049345,293715474,5451
2012,São Paulo,Ubatuba,Vale do Paraíba Paulista,68080358,1198118585,80604
2012,São Paulo,Ubirajara,Bauru,2299481,48148.44,4468
2012,São Paulo,Uchoa,São José do Rio Preto,21303.537999999997,226615423,9537
2012,São Paulo,União Paulista,São José do Rio Preto,651.1990000000001,36901.672999999995,1636
2012,São Paulo,Urânia,São José do Rio Preto,10137447,139934424,8838
2012,São Paulo,Uru,Bauru,444148,19764915,1228
2012,São Paulo,Urupês,São José do Rio Preto,10997839,208123.46300000002,12848
2012,São Paulo,Valentim Gentil,São José do Rio Preto,25954963,251126776,11404
2012,São Paulo,Valinhos,Campinas,793981187,4520986.438999999,110390
2012,São Paulo,Valparaíso,Araçatuba,58256767,573780.2289999999,23181
2012,São Paulo,Vargem,Macro Metropolitana Paulista,4221645,75775351,9077
2012,São Paulo,Vargem Grande do Sul,Campinas,56378.039000000004,606763544,39714
2012,São Paulo,Vargem Grande Paulista,Metropolitana de São Paulo,182636.43399999998,1277720932,44555
2012,São Paulo,Várzea Paulista,Macro Metropolitana Paulista,304372251,2144553.04,109247
2012,São Paulo,Vera Cruz,Marília,2895255,104042.85800000001,10722
2012,São Paulo,Vinhedo,Campinas,1461079821,5739624201,66087
2012,São Paulo,Viradouro,Ribeirão Preto,12778.43,220540.76,17499
2012,São Paulo,Vista Alegre do Alto,Ribeirão Preto,29299.64,264068928,7208
2012,São Paulo,Vitória Brasil,São José do Rio Preto,415.82800000000003,19387991,1747
2012,São Paulo,Votorantim,Macro Metropolitana Paulista,333986243,2482293494,110755
2012,São Paulo,Votuporanga,São José do Rio Preto,201417.19100000002,1949656.4630000002,86059
2012,São Paulo,Zacarias,São José do Rio Preto,1694.4470000000001,62806913,2394
2012,São Paulo,Chavantes,Assis,8172.04,151311911,12102
2012,São Paulo,Estiva Gerbi,Campinas,15815883,186179655,10224
