234.035,216.286,223.855
124.654,122.383,115.979
123.281,120.995,114.585
126.523,124.154,117.861
126.661,124.562,117.959
127.642,125.798,118.832
130.968,129.139,122.188
131.982,133.442,123.643
133.189,136.593,125.083
136.09,139.432,128
136.094,141.199,128.196
137.249,142.274,129.313
140.372,145.493,132.453
141.073,146.173,133.128
142.478,147.571,134.501
145.467,150.579,137.478
146.402,151.561,138.387
146.807,151.976,138.751
150.695,155.956,142.699
151.135,156.577,143.129
151.784,157.25,143.741
174.617,140.153,151.327
121.804,117.747,111.415
123.632,120.934,113.463
123.233,122.635,113.356
123.532,125.996,114.021
126.712,129.272,117.305
127.175,129.825,117.764
128.655,130.634,119.199
131.605,134.793,122.348
131.484,135.978,122.385
132.874,137.574,123.796
136.104,140.869,127.08
136.462,141.324,127.416
137.489,142.689,128.391
140.506,146.329,131.342
140.787,146.67,131.587
142.116,148.023,132.891
145.322,151.297,136.124
145.773,151.832,136.552
147.021,153.097,137.777
150.382,156.42,141.128
150.61,156.712,141.3
152.002,158.105,142.643
155.079,161.216,145.697
155.315,161.5,145.865
156.582,162.733,147.109
159.749,165.916,150.302
159.866,166.056,150.362
160.94,167.1,151.374
164.101,170.307,154.602
171.948,178.303,162.673
171.9,178.25,162.551
174.678,181.002,165.38
173.917,180.321,164.594
174.293,180.703,164.94
176.683,183.122,167.405
176.153,182.667,166.885
176.25,182.744,166.967
179.111,185.526,169.897
178.238,184.651,168.99
178.814,185.095,169.547
181.395,187.278,172.146
180.973,186.919,171.706
181.245,187.216,171.961
183.658,189.646,174.418
182.779,188.77,173.495
183.398,189.362,174.09
185.41,191.338,176.116
185.031,191.06,175.721
185.176,191.248,175.808
187.91,193.95,178.625
187.311,193.361,178.007
187.84,193.951,178.579
189.692,195.787,180.524
189.444,195.526,180.274
189.537,195.599,180.361
191.922,198.091,182.895
191.176,197.409,182.107
206.639,193.212,192.101
116.795,122.404,106.266
118.283,124.058,107.852
118.928,123.898,108.409
120.393,125.22,109.896
123.503,128.41,113.107
124.131,129.062,113.76
125.403,130.35,115.064
128.855,133.924,118.628
129.165,134.339,118.948
130.453,135.671,120.249
133.721,138.991,123.593
134.281,139.568,124.158
135.455,140.81,125.337
138.588,143.885,128.476
139.137,144.563,129.048
140.31,145.698,130.198
143.849,149.28,133.807
144.229,149.7,134.143
145.768,151.234,135.669
149.008,154.52,138.943
149.396,154.933,139.325
150.642,156.201,140.542
154.085,159.656,144.022
154.184,159.776,144.095
155.286,160.835,145.169
158.578,164.225,148.494
158.949,164.569,148.837
159.907,165.48,149.779
163.251,168.788,153.149
171.253,176.993,161.361
171.207,176.953,161.296
173.871,179.611,163.987
172.813,178.597,162.904
173.387,179.202,163.499
175.594,181.472,165.759
175.165,181.103,165.313
175.285,181.198,165.436
178.03,183.945,168.29
177.187,183.149,167.438
177.688,183.675,167.947
179.964,186.006,170.319
179.678,185.7,170.079
179.568,185.866,169.918
182.25,188.808,172.675
181.363,188.016,171.788
181.963,188.674,172.444
184.244,190.989,174.865
183.889,190.671,174.513
183.999,190.782,174.659
186.743,193.6,177.582
186.003,192.857,176.885
186.596,193.535,177.591
188.85,195.832,180.033
188.78,195.88,180.095
189.141,196.239,180.552
191.959,199.071,183.623
191.237,198.493,182.982
191.71,198.954,183.566
193.736,201.096,185.803
193.285,200.723,185.475
193.476,200.933,185.738
196.123,203.587,188.66
195.332,202.945,187.907
195.968,203.575,188.69
198.15,205.756,191.1
197.934,205.603,190.979
198.765,206.483,191.962
200.639,208.323,194.036
199.783,207.572,193.24
200.308,208.113,193.871
202.387,210.122,196.109
202.308,210.115,196.147
202.413,210.318,196.33
204.927,212.666,199.068
203.949,211.816,198.05
204.625,212.45,198.831
206.659,214.357,201.036
206.32,214.112,200.734
206.306,214.176,200.751
208.746,216.47,203.385
208.059,215.876,202.721
208.577,216.35,203.297
210.969,218.541,205.877
222.91,211.293,213.666
128.971,130.929,120.676
121.525,123.376,112.995
121.994,123.964,113.528
123.353,125.366,114.941
126.654,129.125,118.218
126.882,129.139,118.424
129.613,131.236,121.13
