21.4803,23.7689,22.2331
5.9276,21.6819,27.1054
7.67297,21.5809,26.3668
9.42208,22.0632,26.5764
11.3351,22.5796,26.5923
12.7621,22.9289,26.6426
14.0606,23.2779,26.5665
15.0818,23.4985,26.5708
16.1187,23.8446,26.2739
16.976,24.076,26.1621
17.5057,24.252,25.7119
15.8885,22.1518,22.8153
16.2519,22.2568,22.4366
16.5706,22.2386,22.1752
17.4842,22.1481,21.7941
17.6829,22.1191,21.585
18.3892,22.0982,21.4036
18.6702,22.1934,21.3872
19.3872,22.222,21.3342
19.5167,22.3322,21.2662
20.0939,22.4822,21.2428
20.3692,22.5454,21.2591
20.7927,22.4703,21.0452
20.917,22.5183,21.1117
20.6635,22.4578,21.0027
20.6519,22.4973,21.1299
20.7757,22.5432,21.1072
20.7204,22.5546,21.16
20.8274,22.6197,21.1685
20.9599,22.6473,21.2191
20.9597,22.7311,21.2964
21.0806,22.8675,21.3752
21.3757,22.997,21.5495
21.5291,23.1929,21.7281
21.3644,23.2326,21.7405
21.8497,23.308,21.8759
21.9822,23.3653,21.8322
22.0449,23.4135,21.9387
22.0424,23.4689,22.0011
22.2434,23.6464,22.1971
22.4934,23.883,22.4436
22.6114,23.9527,22.486
22.6818,24.1318,22.6829
22.7506,24.2189,22.7991
23.1163,24.5805,22.9278
22.9859,24.5431,22.9264
22.7733,24.3047,22.654
22.7161,24.1365,22.499
22.24,23.7848,22.0843
22.2247,23.5535,21.8997
21.681,23.0638,21.3984
21.6093,22.9406,21.3536
21.3739,22.7289,21.1053
20.9827,22.5619,21.244
20.9401,22.6072,21.2171
20.9188,22.533,21.1522
20.9206,22.5745,21.2184
20.7991,22.5746,21.1895
20.894,22.5561,21.1669
20.833,22.5637,21.2082
20.8667,22.5927,21.2692
20.8101,22.5498,21.1028
20.8079,22.5714,21.1101
20.9606,22.5582,21.1199
20.8815,22.5394,21.0876
20.8887,22.5572,21.105
20.7478,22.4595,21.046
20.721,22.5027,21.0621
20.7951,22.579,21.1452
20.8779,22.6048,21.1222
20.7107,22.5797,21.1581
20.7803,22.5728,21.1448
20.8272,22.5913,21.1389
20.8298,22.6598,21.1601
20.7363,22.6039,21.1796
20.8585,22.6574,21.2351
20.9247,22.6913,21.289
20.8478,22.6811,21.2681
20.847,22.7628,21.3679
20.738,22.7647,21.3884
20.7921,22.7515,21.3611
20.7277,22.704,21.3336
20.7773,22.6935,21.3157
20.6167,22.651,21.2809
20.551,22.5764,21.1578
20.6951,22.5283,21.1239
20.646,22.4393,21.0381
20.5084,22.4696,21.0632
20.4614,22.4566,21.1005
20.6551,22.4418,21.0498
20.6158,22.413,21.0478
20.6177,22.3594,20.9935
20.4889,22.3751,20.9103
20.4209,22.3799,20.9503
20.5571,22.3293,20.9405
20.4738,22.317,20.9409
20.3082,22.3401,20.9032
20.3879,22.2991,20.8875
20.4215,22.3223,20.9016
20.4281,22.3078,20.868
20.5161,22.3058,20.8791
20.2457,22.3108,20.7816
20.1565,22.3272,20.6978
20.5431,22.3316,20.771
20.6339,22.3753,20.8307
20.599,22.3923,20.8124
20.5582,22.3898,20.8599
20.5842,22.3083,20.8078
20.6216,22.3925,20.8416
20.6878,22.4111,20.8683
20.647,22.4224,20.8055
20.8859,22.5572,20.9927
21.0201,22.7774,21.2764
21.1834,23.4469,22.1093
21.3806,23.751,22.4319
21.4746,24.1024,22.6841
21.5106,23.9986,22.5445
21.932,23.5162,21.7555
21.6589,23.1008,21.3589
21.5381,22.9794,21.2591
20.8834,22.7575,21.4289
20.9628,22.7269,21.4276
20.7548,22.6231,21.2717
20.7356,22.5897,21.2665
20.7144,22.4696,21.1428
20.5951,22.4107,21.1282
20.6694,22.3744,21.0358
20.748,22.3524,21.0601
20.7329,22.3817,21.0245
20.7032,22.439,20.8782
20.7771,22.4693,20.8813
20.8171,22.4697,20.9836
20.8773,22.5127,20.9582
20.8329,22.5497,21.0158
20.3396,22.5085,21.0279
20.5817,22.5076,21.0063
20.5127,22.5212,21.0311
20.5423,22.5148,21.0349
20.5424,22.5355,21.0366
20.6621,22.4879,20.9881
20.5547,22.5256,21.0295
20.6284,22.553,21.0495
20.5307,22.5471,21.0468
20.6408,22.5517,21.0703
20.6491,22.6108,21.1115
20.6455,22.624,21.131
20.6324,22.6416,21.1846
20.7513,22.6184,21.1355
20.5105,22.5988,21.1074
20.6579,22.571,21.1132
20.7361,22.573,21.0915
20.6256,22.5256,21.0773
20.8544,22.5501,21.1178
20.7867,22.4848,21.0859
20.6909,22.4594,21.0798
20.8279,22.4892,21.0342
20.6551,22.5019,21.0711
20.7246,22.4599,21.0196
20.6891,22.435,20.9953
20.6919,22.373,20.9533
20.5769,22.3586,20.9199
20.4346,22.2703,20.9143
20.5659,22.3035,20.8879
20.4805,22.3405,20.9063
20.5579,22.3073,20.8765
